Date,Visitor,G,Home,G,,Att.,LOG,Notes
10/17/2015,Toronto Maple Leafs,1,Pittsburgh Penguins,2,,18650,2:30,
10/17/2015,Buffalo Sabres,1,Tampa Bay Lightning,2,,19092,2:27,
10/17/2015,Carolina Hurricanes,1,Washington Capitals,4,,18506,2:26,
10/18/2015,Minnesota Wild,1,Anaheim Ducks,4,,16784,2:34,
10/18/2015,Colorado Avalanche,1,Los Angeles Kings,2,,18230,2:34,
10/18/2015,New Jersey Devils,2,New York Rangers,1,OT,18006,2:23,
10/18/2015,Edmonton Oilers,2,Vancouver Canucks,1,OT,18261,2:21,
10/18/2015,St. Louis Blues,4,Winnipeg Jets,2,,15294,3:28,
10/19/2015,San Jose Sharks,0,New York Rangers,4,,18006,2:19,
10/20/2015,New York Islanders,4,Columbus Blue Jackets,0,,14295,2:28,
10/20/2015,Washington Capitals,6,Calgary Flames,2,,18303,2:28,
10/20/2015,St. Louis Blues,0,Montreal Canadiens,3,,21288,2:40,
10/20/2015,Arizona Coyotes,2,New Jersey Devils,3,OT,12171,2:32,
10/20/2015,Tampa Bay Lightning,4,Nashville Predators,5,SO,17113,2:43,
10/20/2015,Dallas Stars,2,Philadelphia Flyers,1,,19077,2:35,
10/20/2015,Florida Panthers,2,Pittsburgh Penguins,3,OT,18471,2:45,
10/21/2015,Philadelphia Flyers,5,Boston Bruins,4,OT,17565,2:33,
10/21/2015,Toronto Maple Leafs,1,Buffalo Sabres,2,SO,17762,2:47,
10/21/2015,Carolina Hurricanes,1,Colorado Avalanche,0,OT,12826,2:24,
10/21/2015,Detroit Red Wings,1,Edmonton Oilers,3,,16839,2:25,
10/22/2015,Florida Panthers,2,Chicago Blackhawks,3,,21591,2:34,
10/22/2015,Columbus Blue Jackets,2,Minnesota Wild,3,,18650,2:31,
10/22/2015,Anaheim Ducks,1,Nashville Predators,5,,17113,2:28,
10/22/2015,Arizona Coyotes,1,New York Rangers,4,,18006,2:38,
10/22/2015,New Jersey Devils,5,Ottawa Senators,4,SO,16578,2:41,
10/22/2015,Dallas Stars,4,Pittsburgh Penguins,1,,18490,2:32,
10/22/2015,Los Angeles Kings,4,San Jose Sharks,1,,16797,2:39,
10/22/2015,Washington Capitals,3,Vancouver Canucks,2,,18188,2:17,
10/23/2015,Montreal Canadiens,7,Buffalo Sabres,2,,18214,2:28,
10/23/2015,Detroit Red Wings,2,Calgary Flames,3,OT,19158,2:37,
10/23/2015,Washington Capitals,7,Edmonton Oilers,4,,16839,2:28,
10/23/2015,Carolina Hurricanes,0,Los Angeles Kings,3,,18230,2:31,
10/23/2015,Boston Bruins,5,New York Islanders,3,,13113,2:45,
10/23/2015,Tampa Bay Lightning,4,Winnipeg Jets,3,OT,15294,2:31,
10/24/2015,New Jersey Devils,4,Buffalo Sabres,3,,18040,2:31,
10/24/2015,Tampa Bay Lightning,0,Chicago Blackhawks,1,OT,21822,2:23,
10/24/2015,Columbus Blue Jackets,4,Colorado Avalanche,3,,18007,2:30,
10/24/2015,Florida Panthers,6,Dallas Stars,2,,18532,2:34,
10/24/2015,Anaheim Ducks,0,Minnesota Wild,3,,19034,2:29,
10/24/2015,Toronto Maple Leafs,3,Montreal Canadiens,5,,21288,2:43,
10/24/2015,Pittsburgh Penguins,2,Nashville Predators,1,OT,17163,2:29,
10/24/2015,Arizona Coyotes,4,Ottawa Senators,1,,17270,2:29,
10/24/2015,New York Rangers,2,Philadelphia Flyers,3,SO,19805,2:52,
10/24/2015,Carolina Hurricanes,2,San Jose Sharks,5,,15814,2:24,
10/24/2015,New York Islanders,3,St. Louis Blues,2,OT,19186,2:31,
10/24/2015,Detroit Red Wings,3,Vancouver Canucks,2,OT,18312,2:38,
10/25/2015,Los Angeles Kings,3,Edmonton Oilers,2,,16839,2:27,
10/25/2015,Calgary Flames,1,New York Rangers,4,,18006,2:18,
10/25/2015,Minnesota Wild,4,Winnipeg Jets,5,,15294,2:34,
10/26/2015,Anaheim Ducks,0,Chicago Blackhawks,1,OT,21529,2:36,
10/26/2015,Calgary Flames,0,New York Islanders,4,,11582,2:26,
10/26/2015,Arizona Coyotes,4,Toronto Maple Leafs,3,,18944,2:48,
10/27/2015,Arizona Coyotes,0,Boston Bruins,6,,17565,2:34,
10/27/2015,Anaheim Ducks,3,Dallas Stars,4,,17798,2:32,
10/27/2015,Carolina Hurricanes,3,Detroit Red Wings,1,,20027,2:19,
10/27/2015,Colorado Avalanche,1,Florida Panthers,4,,11694,2:26,
10/27/2015,Edmonton Oilers,3,Minnesota Wild,4,,18936,2:23,
10/27/2015,Columbus Blue Jackets,3,New Jersey Devils,1,,12847,2:17,
10/27/2015,Buffalo Sabres,4,Philadelphia Flyers,3,OT,19432,2:37,
10/27/2015,Tampa Bay Lightning,0,St. Louis Blues,2,,19184,2:24,
10/27/2015,Montreal Canadiens,1,Vancouver Canucks,5,,18570,2:23,
10/27/2015,Los Angeles Kings,4,Winnipeg Jets,1,,15294,2:20,
10/28/2015,Calgary Flames,4,Ottawa Senators,5,SO,16923,2:53,
10/28/2015,Nashville Predators,2,San Jose Sharks,1,,15219,2:24,
10/28/2015,Pittsburgh Penguins,3,Washington Capitals,1,,18506,2:27,
10/29/2015,Vancouver Canucks,3,Dallas Stars,4,OT,17664,2:32,
10/29/2015,Montreal Canadiens,3,Edmonton Oilers,4,,16839,2:37,
10/29/2015,Carolina Hurricanes,3,New York Islanders,2,OT,11494,2:31,
10/29/2015,New Jersey Devils,4,Philadelphia Flyers,1,,19241,2:32,
10/29/2015,Buffalo Sabres,3,Pittsburgh Penguins,4,,18415,2:28,
10/29/2015,Anaheim Ducks,1,St. Louis Blues,2,,16904,2:30,
10/29/2015,Colorado Avalanche,2,Tampa Bay Lightning,1,,19092,2:28,
10/29/2015,Chicago Blackhawks,1,Winnipeg Jets,3,,15294,2:32,
10/30/2015,Vancouver Canucks,4,Arizona Coyotes,3,,12166,2:22,
10/30/2015,Philadelphia Flyers,1,Buffalo Sabres,3,,15962,2:37,
10/30/2015,Colorado Avalanche,2,Carolina Hurricanes,3,,9345,2:22,
10/30/2015,Montreal Canadiens,6,Calgary Flames,2,,19289,2:36,
10/30/2015,Ottawa Senators,3,Detroit Red Wings,1,,20027,2:36,
10/30/2015,Boston Bruins,3,Florida Panthers,1,,14112,2:30,
10/30/2015,Chicago Blackhawks,4,Minnesota Wild,5,,19140,2:43,
10/30/2015,Toronto Maple Leafs,1,New York Rangers,3,,18006,2:30,
10/30/2015,Columbus Blue Jackets,1,Washington Capitals,2,,18506,2:27,
10/31/2015,Winnipeg Jets,3,Columbus Blue Jackets,2,,12860,2:29,
10/31/2015,San Jose Sharks,3,Dallas Stars,5,,18178,2:33,
10/31/2015,Calgary Flames,5,Edmonton Oilers,4,,16839,2:39,
10/31/2015,Washington Capitals,2,Florida Panthers,1,OT,11207,2:34,
10/31/2015,Nashville Predators,3,Los Angeles Kings,4,OT,18230,2:29,
10/31/2015,New York Islanders,2,New Jersey Devils,3,SO,11605,2:30,
10/31/2015,Detroit Red Wings,5,Ottawa Senators,3,,16964,2:40,
10/31/2015,Minnesota Wild,2,St. Louis Blues,3,OT,17728,3:01,
10/31/2015,Boston Bruins,3,Tampa Bay Lightning,1,,19092,2:26,
10/31/2015,Pittsburgh Penguins,4,Toronto Maple Leafs,0,,19197,2:30,
11/1/2015,Nashville Predators,2,Anaheim Ducks,4,,16276,2:32,
11/1/2015,Tampa Bay Lightning,4,Carolina Hurricanes,3,,9081,2:23,
11/1/2015,San Jose Sharks,4,Colorado Avalanche,3,,17128,2:31,
11/1/2015,Winnipeg Jets,1,Montreal Canadiens,5,,21288,2:31,
11/1/2015,Buffalo Sabres,2,New York Islanders,1,,11278,2:18,
11/2/2015,Los Angeles Kings,2,Chicago Blackhawks,4,,21534,2:28,
11/2/2015,Dallas Stars,1,Toronto Maple Leafs,4,,19087,2:51,
11/2/2015,Philadelphia Flyers,1,Vancouver Canucks,4,,18264,2:29,
11/3/2015,Dallas Stars,5,Boston Bruins,3,,17565,2:33,
11/3/2015,Calgary Flames,3,Colorado Avalanche,6,,14408,2:31,
11/3/2015,Tampa Bay Lightning,1,Detroit Red Wings,2,,20027,2:32,
11/3/2015,Philadelphia Flyers,2,Edmonton Oilers,4,,16839,2:28,
11/3/2015,Ottawa Senators,2,Montreal Canadiens,1,OT,21288,2:32,
11/3/2015,New Jersey Devils,1,New York Islanders,2,,12122,2:27,
11/3/2015,Washington Capitals,2,New York Rangers,5,,18006,2:26,
11/3/2015,Columbus Blue Jackets,5,San Jose Sharks,2,,15491,2:30,
11/3/2015,Los Angeles Kings,3,St. Louis Blues,0,,17529,2:35,
11/4/2015,Florida Panthers,2,Anaheim Ducks,3,SO,15169,2:49,
11/4/2015,St. Louis Blues,6,Chicago Blackhawks,5,OT,21676,2:45,
11/4/2015,Winnipeg Jets,4,Toronto Maple Leafs,2,,19113,2:32,
11/4/2015,Pittsburgh Penguins,3,Vancouver Canucks,2,,18570,2:31,
11/5/2015,Colorado Avalanche,2,Arizona Coyotes,4,,10270,2:37,
11/5/2015,Tampa Bay Lightning,4,Buffalo Sabres,1,,18161,2:19,
11/5/2015,Philadelphia Flyers,1,Calgary Flames,2,OT,19289,2:33,
11/5/2015,Columbus Blue Jackets,3,Los Angeles Kings,2,,18230,2:37,
11/5/2015,Nashville Predators,3,Minnesota Wild,2,,19024,2:40,
11/5/2015,New York Islanders,1,Montreal Canadiens,4,,21288,2:24,
11/5/2015,Winnipeg Jets,2,Ottawa Senators,3,SO,17195,2:43,
11/5/2015,Florida Panthers,2,San Jose Sharks,5,,15525,2:29,
11/5/2015,Boston Bruins,1,Washington Capitals,4,,18506,2:35,
11/6/2015,Columbus Blue Jackets,2,Anaheim Ducks,4,,17174,2:26,
11/6/2015,Dallas Stars,4,Carolina Hurricanes,1,,10188,2:32,
11/6/2015,New York Rangers,2,Colorado Avalanche,1,,17818,2:23,
11/6/2015,Pittsburgh Penguins,2,Edmonton Oilers,1,,16839,2:33,
11/6/2015,Chicago Blackhawks,2,New Jersey Devils,4,,16514,2:38,
11/6/2015,Detroit Red Wings,2,Toronto Maple Leafs,1,OT,19680,2:40,
11/7/2015,New York Rangers,4,Arizona Coyotes,1,,13029,2:31,
11/7/2015,Vancouver Canucks,2,Buffalo Sabres,3,,19070,2:26,
11/7/2015,Ottawa Senators,2,Carolina Hurricanes,3,OT,10005,2:33,
11/7/2015,Pittsburgh Penguins,2,Calgary Flames,5,,19289,2:31,
11/7/2015,Florida Panthers,1,Los Angeles Kings,4,,18230,2:32,
11/7/2015,Tampa Bay Lightning,0,Minnesota Wild,1,,19066,2:20,
11/7/2015,Boston Bruins,2,Montreal Canadiens,4,,21288,2:46,
11/7/2015,St. Louis Blues,4,Nashville Predators,0,,17143,2:26,
11/7/2015,Anaheim Ducks,1,San Jose Sharks,0,,17562,2:32,
11/7/2015,Philadelphia Flyers,3,Winnipeg Jets,0,,15294,2:27,
11/7/2015,Toronto Maple Leafs,2,Washington Capitals,3,SO,18506,2:52,
11/8/2015,Edmonton Oilers,2,Chicago Blackhawks,4,,21611,2:33,
11/8/2015,Dallas Stars,4,Detroit Red Wings,1,,20027,2:31,
11/8/2015,Vancouver Canucks,3,New Jersey Devils,4,OT,14896,2:54,
11/8/2015,Boston Bruins,2,New York Islanders,1,,13197,2:30,
11/9/2015,Arizona Coyotes,4,Anaheim Ducks,3,OT,13864,2:30,
11/10/2015,Vancouver Canucks,5,Columbus Blue Jackets,3,,14148,2:27,
11/10/2015,Toronto Maple Leafs,3,Dallas Stars,2,,18266,2:31,
11/10/2015,Washington Capitals,0,Detroit Red Wings,1,,20027,2:21,
11/10/2015,Calgary Flames,3,Florida Panthers,4,,11242,2:24,
11/10/2015,Arizona Coyotes,3,Los Angeles Kings,2,,18230,2:26,
11/10/2015,Winnipeg Jets,3,Minnesota Wild,5,,19153,2:31,
11/10/2015,St. Louis Blues,2,New Jersey Devils,0,,13310,2:18,
11/10/2015,Ottawa Senators,5,Nashville Predators,7,,16963,2:41,
11/10/2015,Carolina Hurricanes,0,New York Rangers,3,,18006,2:27,
11/10/2015,Colorado Avalanche,4,Philadelphia Flyers,0,,18587,2:25,
11/10/2015,New York Islanders,4,San Jose Sharks,2,,16558,2:27,
11/10/2015,Buffalo Sabres,4,Tampa Bay Lightning,1,,19092,2:25,
11/11/2015,Edmonton Oilers,4,Anaheim Ducks,3,OT,16505,2:30,
11/11/2015,Montreal Canadiens,3,Pittsburgh Penguins,4,SO,18455,2:44,
11/12/2015,Edmonton Oilers,1,Arizona Coyotes,4,,15545,2:26,
11/12/2015,Colorado Avalanche,3,Boston Bruins,2,,17565,2:34,
11/12/2015,Minnesota Wild,3,Carolina Hurricanes,2,OT,9511,2:33,
11/12/2015,New Jersey Devils,3,Chicago Blackhawks,2,,21568,2:18,
11/12/2015,Winnipeg Jets,3,Dallas Stars,6,,18010,2:29,
11/12/2015,Buffalo Sabres,3,Florida Panthers,2,,11271,2:32,
11/12/2015,New York Islanders,1,Los Angeles Kings,2,,18230,2:27,
11/12/2015,Toronto Maple Leafs,2,Nashville Predators,1,SO,17231,2:37,
11/12/2015,St. Louis Blues,3,New York Rangers,6,,18006,2:26,
11/12/2015,Vancouver Canucks,2,Ottawa Senators,3,,19229,2:23,
11/12/2015,Washington Capitals,5,Philadelphia Flyers,2,,19414,2:34,
11/12/2015,Calgary Flames,1,Tampa Bay Lightning,3,,19092,2:40,
11/13/2015,New York Islanders,4,Anaheim Ducks,1,,17174,2:28,
11/13/2015,San Jose Sharks,3,Detroit Red Wings,2,,20027,2:17,
11/13/2015,Columbus Blue Jackets,2,Pittsburgh Penguins,1,,18610,2:40,
11/13/2015,Calgary Flames,3,Washington Capitals,2,OT,18506,2:35,
11/14/2015,Detroit Red Wings,1,Boston Bruins,3,,17565,2:24,
11/14/2015,San Jose Sharks,2,Buffalo Sabres,1,OT,18611,2:33,
11/14/2015,Philadelphia Flyers,3,Carolina Hurricanes,2,OT,13758,2:21,
11/14/2015,Arizona Coyotes,2,Columbus Blue Jackets,5,,13702,2:38,
11/14/2015,Minnesota Wild,2,Dallas Stars,3,OT,18532,2:40,
11/14/2015,Edmonton Oilers,3,Los Angeles Kings,4,,18230,2:28,
11/14/2015,Colorado Avalanche,6,Montreal Canadiens,1,,21288,2:23,
11/14/2015,Pittsburgh Penguins,0,New Jersey Devils,4,,16514,2:29,
11/14/2015,Winnipeg Jets,0,Nashville Predators,7,,17113,2:42,
11/14/2015,New York Rangers,2,Ottawa Senators,1,SO,19310,2:33,
11/14/2015,Chicago Blackhawks,4,St. Louis Blues,2,,19808,2:40,
11/14/2015,Florida Panthers,5,Tampa Bay Lightning,4,SO,19092,2:53,
11/14/2015,Vancouver Canucks,2,Toronto Maple Leafs,4,,19798,2:41,
11/15/2015,Calgary Flames,1,Chicago Blackhawks,4,,21629,2:23,
11/15/2015,Toronto Maple Leafs,3,New York Rangers,4,,18006,2:38,
11/16/2015,Anaheim Ducks,4,Carolina Hurricanes,1,,9305,2:22,
11/16/2015,Tampa Bay Lightning,0,Florida Panthers,1,,12067,2:26,
11/16/2015,Vancouver Canucks,3,Montreal Canadiens,4,OT,21288,2:37,
11/16/2015,Arizona Coyotes,2,New York Islanders,5,,11841,2:24,
11/16/2015,Detroit Red Wings,4,Ottawa Senators,3,OT,16718,2:36,
11/16/2015,Winnipeg Jets,2,St. Louis Blues,3,,18680,2:33,
11/17/2015,San Jose Sharks,5,Boston Bruins,4,,17565,2:32,
11/17/2015,Dallas Stars,3,Buffalo Sabres,1,,18101,2:36,
11/17/2015,St. Louis Blues,1,Columbus Blue Jackets,3,,12161,2:27,
11/17/2015,New Jersey Devils,2,Calgary Flames,3,,19289,2:27,
11/17/2015,Anaheim Ducks,2,Nashville Predators,3,,17113,2:30,
11/17/2015,Los Angeles Kings,3,Philadelphia Flyers,2,SO,18846,2:36,
11/17/2015,Minnesota Wild,3,Pittsburgh Penguins,4,,18495,2:43,
11/17/2015,Colorado Avalanche,1,Toronto Maple Leafs,5,,19238,2:25,
11/18/2015,Washington Capitals,2,Detroit Red Wings,1,OT,20027,2:26,
11/18/2015,Chicago Blackhawks,4,Edmonton Oilers,3,OT,16839,2:33,
11/18/2015,Vancouver Canucks,1,Winnipeg Jets,4,,15294,2:33,
11/19/2015,Minnesota Wild,2,Boston Bruins,4,,17565,2:29,
11/19/2015,Anaheim Ducks,3,Florida Panthers,1,,10947,2:30,
11/19/2015,Arizona Coyotes,3,Montreal Canadiens,2,,21288,2:37,
11/19/2015,Columbus Blue Jackets,0,Ottawa Senators,3,,16925,2:37,
11/19/2015,San Jose Sharks,1,Philadelphia Flyers,0,OT,18229,2:37,
11/19/2015,Colorado Avalanche,3,Pittsburgh Penguins,4,,18430,2:29,
11/19/2015,Buffalo Sabres,2,St. Louis Blues,3,SO,17359,2:38,
11/19/2015,New York Rangers,1,Tampa Bay Lightning,2,,19092,2:33,
11/19/2015,Dallas Stars,3,Washington Capitals,2,,18506,2:27,
11/20/2015,Toronto Maple Leafs,2,Carolina Hurricanes,1,SO,10327,2:52,
11/20/2015,Nashville Predators,0,Columbus Blue Jackets,4,,13584,2:24,
11/20/2015,Chicago Blackhawks,1,Calgary Flames,2,OT,19289,2:32,
11/20/2015,Los Angeles Kings,2,Detroit Red Wings,3,,20027,2:28,
11/20/2015,New Jersey Devils,1,Edmonton Oilers,5,,16839,2:22,
11/20/2015,Montreal Canadiens,5,New York Islanders,3,,15171,2:35,
11/21/2015,Toronto Maple Leafs,0,Boston Bruins,2,,17565,2:33,
11/21/2015,Buffalo Sabres,0,Dallas Stars,3,,18532,2:25,
11/21/2015,New York Rangers,5,Florida Panthers,4,OT,17866,2:48,
11/21/2015,Nashville Predators,0,Minnesota Wild,4,,19056,2:33,
11/21/2015,Philadelphia Flyers,0,Ottawa Senators,4,,18578,2:29,
11/21/2015,San Jose Sharks,3,Pittsburgh Penguins,1,,18534,2:29,
11/21/2015,Detroit Red Wings,4,St. Louis Blues,3,OT,18098,2:37,
11/21/2015,Anaheim Ducks,0,Tampa Bay Lightning,5,,19092,2:31,
11/21/2015,Chicago Blackhawks,3,Vancouver Canucks,6,,18570,2:24,
11/21/2015,Arizona Coyotes,2,Winnipeg Jets,3,,15294,2:29,
11/21/2015,Colorado Avalanche,3,Washington Capitals,7,,18506,2:34,
11/22/2015,Los Angeles Kings,3,Carolina Hurricanes,4,,10154,2:33,
11/22/2015,San Jose Sharks,5,Columbus Blue Jackets,3,,13397,2:34,
11/22/2015,New York Islanders,2,Montreal Canadiens,4,,21288,2:28,
11/22/2015,New Jersey Devils,3,Vancouver Canucks,2,,18268,2:35,
11/23/2015,St. Louis Blues,2,Buffalo Sabres,1,,17563,2:28,
11/23/2015,Los Angeles Kings,3,Florida Panthers,1,,10997,2:33,
11/23/2015,Nashville Predators,0,New York Rangers,3,,18006,2:29,
11/23/2015,Carolina Hurricanes,2,Philadelphia Flyers,3,OT,18636,2:33,
11/23/2015,Boston Bruins,4,Toronto Maple Leafs,3,SO,19609,2:58,
11/23/2015,Colorado Avalanche,4,Winnipeg Jets,1,,15294,2:19,
11/23/2015,Edmonton Oilers,0,Washington Capitals,1,,18506,2:21,
11/24/2015,Calgary Flames,3,Anaheim Ducks,5,,15688,2:32,
11/24/2015,Ottawa Senators,7,Dallas Stars,4,,18532,2:31,
11/25/2015,Anaheim Ducks,2,Arizona Coyotes,4,,11578,2:32,
11/25/2015,Nashville Predators,3,Buffalo Sabres,2,,17871,2:24,
11/25/2015,Edmonton Oilers,1,Carolina Hurricanes,4,,10911,2:18,
11/25/2015,Ottawa Senators,5,Colorado Avalanche,3,,16570,2:30,
11/25/2015,Boston Bruins,3,Detroit Red Wings,2,OT,20027,2:24,
11/25/2015,Vancouver Canucks,3,Minnesota Wild,2,,18877,2:26,
11/25/2015,Columbus Blue Jackets,2,New Jersey Devils,1,,13567,2:20,
11/25/2015,Philadelphia Flyers,1,New York Islanders,3,,13027,2:24,
11/25/2015,Montreal Canadiens,5,New York Rangers,1,,18006,2:28,
11/25/2015,St. Louis Blues,3,Pittsburgh Penguins,4,OT,18569,2:26,
11/25/2015,Chicago Blackhawks,5,San Jose Sharks,2,,17562,2:25,
11/25/2015,Los Angeles Kings,1,Tampa Bay Lightning,2,SO,19092,2:46,
11/25/2015,Winnipeg Jets,3,Washington Capitals,5,,18506,2:27,
11/27/2015,Chicago Blackhawks,3,Anaheim Ducks,2,OT,17174,2:43,
11/27/2015,Calgary Flames,1,Arizona Coyotes,2,OT,11495,2:32,
11/27/2015,New York Rangers,3,Boston Bruins,4,,17565,2:33,
11/27/2015,Carolina Hurricanes,1,Buffalo Sabres,4,,18052,2:18,
11/27/2015,Pittsburgh Penguins,1,Columbus Blue Jackets,2,OT,18205,2:43,
11/27/2015,Vancouver Canucks,2,Dallas Stars,3,SO,18532,2:41,
11/27/2015,Edmonton Oilers,3,Detroit Red Wings,4,OT,20027,2:27,
11/27/2015,New York Islanders,2,Florida Panthers,3,SO,14598,2:36,
11/27/2015,Winnipeg Jets,3,Minnesota Wild,1,,19055,2:30,
11/27/2015,Montreal Canadiens,3,New Jersey Devils,2,SO,16514,2:46,
11/27/2015,Nashville Predators,2,Philadelphia Flyers,3,OT,19818,2:41,
11/27/2015,Tampa Bay Lightning,2,Washington Capitals,4,,18506,2:38,
11/28/2015,Ottawa Senators,3,Arizona Coyotes,4,,12727,2:34,
11/28/2015,Winnipeg Jets,3,Colorado Avalanche,5,,16311,2:23,
11/28/2015,Chicago Blackhawks,2,Los Angeles Kings,3,OT,18482,2:29,
11/28/2015,Dallas Stars,4,Minnesota Wild,3,OT,19024,2:36,
11/28/2015,New Jersey Devils,3,Montreal Canadiens,2,OT,21288,2:39,
11/28/2015,Buffalo Sabres,4,Nashville Predators,1,,17217,2:36,
11/28/2015,Philadelphia Flyers,3,New York Rangers,0,,18006,2:19,
11/28/2015,Edmonton Oilers,3,Pittsburgh Penguins,2,SO,18656,2:45,
11/28/2015,Calgary Flames,2,San Jose Sharks,5,,17283,2:21,
11/28/2015,Columbus Blue Jackets,1,St. Louis Blues,3,,19227,2:22,
11/28/2015,New York Islanders,3,Tampa Bay Lightning,2,,19092,2:23,
11/28/2015,Washington Capitals,4,Toronto Maple Leafs,2,,19053,2:25,
11/29/2015,Florida Panthers,2,Detroit Red Wings,1,OT,20027,2:38,
11/30/2015,Vancouver Canucks,0,Anaheim Ducks,4,,14006,2:29,
11/30/2015,Colorado Avalanche,3,New York Islanders,5,,11585,2:26,
11/30/2015,Carolina Hurricanes,3,New York Rangers,4,,18006,2:26,
11/30/2015,Edmonton Oilers,0,Toronto Maple Leafs,3,,19559,2:27,
12/1/2015,Dallas Stars,3,Calgary Flames,4,SO,19237,2:32,
12/1/2015,Minnesota Wild,2,Chicago Blackhawks,1,,21580,2:29,
12/1/2015,Buffalo Sabres,4,Detroit Red Wings,5,SO,20027,2:47,
12/1/2015,Vancouver Canucks,1,Los Angeles Kings,2,OT,18230,2:30,
12/1/2015,Columbus Blue Jackets,1,Montreal Canadiens,2,,21288,2:28,
12/1/2015,Colorado Avalanche,2,New Jersey Devils,1,,14019,2:25,
12/1/2015,Arizona Coyotes,2,Nashville Predators,5,,15091,2:28,
12/1/2015,Philadelphia Flyers,4,Ottawa Senators,2,,17010,2:34,
12/1/2015,Pittsburgh Penguins,5,San Jose Sharks,1,,16624,2:27,
12/1/2015,Florida Panthers,3,St. Louis Blues,1,,15395,2:28,
12/2/2015,Tampa Bay Lightning,2,Anaheim Ducks,1,,14741,2:40,
12/2/2015,Boston Bruins,2,Edmonton Oilers,3,SO,16839,2:49,
12/2/2015,New York Rangers,1,New York Islanders,2,SO,15795,2:38,
12/2/2015,Toronto Maple Leafs,1,Winnipeg Jets,6,,15294,2:27,
12/3/2015,New Jersey Devils,5,Carolina Hurricanes,1,,9254,2:35,
12/3/2015,Arizona Coyotes,1,Detroit Red Wings,5,,20027,2:31,
12/3/2015,Toronto Maple Leafs,0,Minnesota Wild,1,,18880,2:26,
12/3/2015,Washington Capitals,3,Montreal Canadiens,2,,21288,2:30,
12/3/2015,Florida Panthers,2,Nashville Predators,1,,15405,2:26,
12/3/2015,Colorado Avalanche,2,New York Rangers,1,,18006,2:19,
12/3/2015,Chicago Blackhawks,3,Ottawa Senators,4,OT,17171,2:41,
12/3/2015,Dallas Stars,4,Vancouver Canucks,2,,18302,2:34,
12/4/2015,San Jose Sharks,0,Anaheim Ducks,1,,15701,2:26,
12/4/2015,Arizona Coyotes,2,Buffalo Sabres,5,,18204,2:34,
12/4/2015,Florida Panthers,2,Columbus Blue Jackets,1,SO,14062,2:43,
12/4/2015,Boston Bruins,4,Calgary Flames,5,OT,19289,2:41,
12/4/2015,Dallas Stars,1,Edmonton Oilers,2,OT,16839,2:24,
12/4/2015,Philadelphia Flyers,4,New Jersey Devils,3,OT,14825,2:34,
12/4/2015,St. Louis Blues,1,New York Islanders,2,SO,12873,2:34,
12/5/2015,Montreal Canadiens,2,Carolina Hurricanes,3,,10687,2:36,
12/5/2015,Nashville Predators,4,Detroit Red Wings,5,OT,20027,2:39,
12/5/2015,Pittsburgh Penguins,3,Los Angeles Kings,5,,18230,2:28,
12/5/2015,Colorado Avalanche,0,Minnesota Wild,3,,19173,2:28,
12/5/2015,New York Islanders,2,Ottawa Senators,3,OT,17281,2:37,
12/5/2015,Columbus Blue Jackets,4,Philadelphia Flyers,1,,18202,2:30,
12/5/2015,Tampa Bay Lightning,4,San Jose Sharks,3,,16089,2:36,
12/5/2015,Toronto Maple Leafs,4,St. Louis Blues,1,,18698,2:31,
12/5/2015,Boston Bruins,4,Vancouver Canucks,0,,18570,2:24,
12/5/2015,Washington Capitals,1,Winnipeg Jets,2,OT,15294,2:46,
12/6/2015,Pittsburgh Penguins,1,Anaheim Ducks,2,,15836,2:29,
12/6/2015,Arizona Coyotes,4,Carolina Hurricanes,5,,9021,2:27,
12/6/2015,Winnipeg Jets,1,Chicago Blackhawks,3,,21749,2:41,
12/6/2015,Buffalo Sabres,2,Edmonton Oilers,4,,16839,2:41,
12/6/2015,Tampa Bay Lightning,1,Los Angeles Kings,3,,18230,2:35,
12/6/2015,Florida Panthers,2,New Jersey Devils,4,,13643,2:28,
12/6/2015,Ottawa Senators,1,New York Rangers,4,,18006,2:30,
12/7/2015,Nashville Predators,3,Boston Bruins,2,,17565,2:36,
12/7/2015,Minnesota Wild,1,Colorado Avalanche,2,OT,16589,2:33,
12/7/2015,Buffalo Sabres,2,Vancouver Canucks,5,,18278,2:28,
12/8/2015,Los Angeles Kings,3,Columbus Blue Jackets,2,OT,15633,2:35,
12/8/2015,San Jose Sharks,2,Calgary Flames,4,,19289,2:39,
12/8/2015,Nashville Predators,1,Chicago Blackhawks,4,,21432,2:26,
12/8/2015,Carolina Hurricanes,5,Dallas Stars,6,,18287,2:34,
12/8/2015,Ottawa Senators,4,Florida Panthers,2,,11571,2:21,
12/8/2015,New York Islanders,4,Philadelphia Flyers,3,SO,18108,2:43,
12/8/2015,Arizona Coyotes,1,St. Louis Blues,4,,16301,2:35,
12/8/2015,New Jersey Devils,2,Toronto Maple Leafs,3,SO,19043,2:46,
12/8/2015,Detroit Red Wings,2,Washington Capitals,3,SO,18506,2:41,
12/9/2015,Pittsburgh Penguins,4,Colorado Avalanche,2,,15838,2:29,
12/9/2015,San Jose Sharks,3,Edmonton Oilers,4,OT,16839,2:40,
12/9/2015,Boston Bruins,3,Montreal Canadiens,1,,21288,2:37,
12/9/2015,New York Rangers,1,Vancouver Canucks,2,,18195,2:28,
12/10/2015,Buffalo Sabres,3,Calgary Flames,4,,18565,2:33,
12/10/2015,Montreal Canadiens,2,Detroit Red Wings,3,,20027,2:34,
